kinetics example 1: constant-pressure ignition,
time (s),Temperature (K),Density (kg/m3),Pressure (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,
0.00046,2527.63,0.114192,101325,0.0400618,0.0159009,0.00575511,0.0155107,0.02211,0.26081,4.50815e-06,2.4456e-07,-3.10735e-32,-2.66402e-34,3.16926e-33,4.72425e-34,2.56586e-32,3.70301e-32,8.66574e-29,8.94405e-29,-1.01643e-33,-8.8385e-34,3.46118e-34,1.25028e-35,1.41546e-35,4.26977e-41,1.53273e-39,1.37413e-40,3.42463e-40,-1.44588e-40,-1.4698e-42,-3.83089e-38,6.50779e-39,1.35748e-40,1.89373e-07,2.10084e-08,2.69872e-09,1.91847e-09,3.13147e-08,0.000173502,2.25057e-08,1.43189e-07,1.18641e-08,-8.49468e-35,-5.30383e-34,6.29703e-38,-1.41945e-37,1.3425e-36,-5.44343e-36,-5.17327e-35,-3.22576e-35,0.639673,0,-5.85286e-58,-3.09282e-59,4.62077e-43,-6.90231e-41,
0.00047,2540.87,0.113721,101325,0.0394052,0.0151688,0.00551214,0.0151698,0.0218858,0.262296,4.45006e-06,2.46436e-07,1.2049e-31,2.23544e-33,1.6945e-32,2.12081e-33,8.77177e-32,3.4795e-33,8.64725e-29,8.99251e-29,3.34341e-33,1.05847e-32,1.47714e-33,8.83426e-35,2.33504e-34,3.58821e-41,1.14179e-39,3.6657e-40,1.51576e-39,7.52423e-40,1.65852e-41,1.91142e-37,2.33633e-38,-3.12673e-40,1.98024e-07,2.18612e-08,2.95216e-09,2.15768e-09,3.00849e-08,0.000187901,2.51298e-08,1.50602e-07,1.28044e-08,2.33497e-34,6.16876e-34,1.07364e-37,6.17304e-37,3.24479e-35,-8.12126e-36,1.50846e-34,6.64028e-35,0.640369,0,-8.03333e-58,-3.22691e-59,1.91925e-43,-3.4299e-40,
0.00048,2552.78,0.113303,101325,0.0388003,0.0145223,0.00529594,0.0148601,0.0216714,0.263648,4.40284e-06,2.48657e-07,9.73191e-32,1.459e-33,4.15765e-34,5.51579e-34,-1.98994e-32,8.56923e-33,8.27995e-29,8.96418e-29,3.29214e-33,4.29013e-33,1.53549e-35,5.63184e-36,1.35667e-34,-1.56286e-40,-5.54386e-39,-2.16009e-40,1.00816e-40,5.24765e-40,9.24034e-42,1.28216e-37,-3.53475e-38,-4.16137e-40,2.06109e-07,2.27463e-08,3.21456e-09,2.41036e-09,2.89855e-08,0.000202581,2.78601e-08,1.57841e-07,1.37792e-08,1.71721e-34,-1.09359e-32,-3.18645e-37,1.70145e-37,3.21156e-35,-9.65225e-35,-1.63792e-33,-4.80489e-34,0.640994,0,-7.77079e-58,-3.40404e-59,-2.91309e-42,4.34823e-41,
0.00049,2563.49,0.11293,101325,0.0382434,0.0139496,0.00510309,0.0145784,0.0214676,0.264878,4.36408e-06,2.51104e-07,4.14418e-30,-5.97008e-31,-1.89225e-30,-6.16136e-32,-7.20568e-31,-1.13567e-31,-2.13175e-29,7.7512e-29,-6.98963e-31,-2.04026e-30,-2.95385e-32,6.55639e-34,1.67488e-33,3.72394e-43,1.2379e-41,-1.58798e-43,-2.86147e-44,-3.71105e-44,1.4181e-45,9.84211e-41,8.69726e-41,1.00157e-43,2.13659e-07,2.36494e-08,3.48367e-09,2.67452e-09,2.80011e-08,0.000217503,3.06826e-08,1.64861e-07,1.47835e-08,1.13439e-33,-3.56831e-31,-7.70303e-36,-8.45194e-35,-2.64476e-33,-2.44624e-33,-3.69955e-32,-1.1261e-32,0.641557,0,1.30918e-60,3.75845e-62,-5.0769e-45,-3.35615e-43,
0.0005,2573.14,0.112596,101325,0.0377311,0.0134409,0.00493074,0.0143218,0.021275,0.265999,4.33195e-06,2.53685e-07,4.81035e-30,6.77641e-31,1.50204e-30,-3.06845e-33,-1.322e-30,-4.01665e-31,-5.38871e-28,-8.28802e-29,-4.82918e-32,-1.08364e-30,-3.5386e-32,-2.71827e-33,-7.33228e-33,9.00725e-45,3.37846e-43,-3.16993e-46,5.20782e-45,1.45967e-45,2.73061e-47,-7.62112e-42,5.37503e-43,1.94815e-44,2.20707e-07,2.45594e-08,3.75732e-09,2.94804e-09,2.71182e-08,0.000232631,3.3584e-08,1.71625e-07,1.58127e-08,8.70411e-33,-1.29797e-30,-1.09022e-35,4.63217e-35,-9.87478e-33,-1.12665e-32,-3.32578e-31,-5.3377e-32,0.642064,0,-1.24082e-62,5.01429e-64,-4.77477e-46,-1.74777e-44,
0.00051,2581.86,0.112298,101325,0.0372603,0.0129879,0.00477643,0.014088,0.0210937,0.267019,4.30503e-06,2.56326e-07,9.2277e-31,1.01608e-31,-1.41156e-32,1.02964e-32,-1.77413e-30,-5.96303e-31,-2.6004e-28,-2.13322e-28,-4.90136e-32,-1.03592e-30,-3.53928e-32,-2.07794e-33,-6.23535e-33,2.08773e-45,8.32597e-44,-1.09311e-45,-2.8002e-45,4.19064e-46,6.13004e-48,7.58533e-43,9.74695e-43,6.29901e-45,2.27291e-07,2.54671e-08,4.03346e-09,3.22877e-09,2.63254e-08,0.000247936,3.65516e-08,1.78103e-07,1.68626e-08,1.19013e-32,-1.5595e-32,-8.05573e-36,1.08505e-35,-2.95053e-33,-2.77466e-33,-2.25701e-32,-1.15393e-33,0.642521,0,2.17523e-62,1.5224e-63,3.00798e-47,-6.34187e-46,
0.00052,2589.73,0.112029,101325,0.036828,0.0125838,0.00463808,0.0138748,0.0209238,0.267949,4.28224e-06,2.58971e-07,-1.43327e-32,2.39421e-31,-3.16199e-31,-3.25317e-32,6.94399e-32,2.30851e-31,-1.9319e-28,-2.334e-28,1.13885e-31,-1.81108e-31,-9.31334e-33,-5.2154e-34,-1.10869e-33,6.45596e-47,-3.07826e-45,-3.58177e-46,-2.7946e-45,-7.43721e-46,-1.62847e-47,7.76067e-42,8.32478e-43,-1.6416e-44,2.33447e-07,2.63656e-08,4.31024e-09,3.51461e-09,2.56127e-08,0.000263389,3.95739e-08,1.84276e-07,1.79294e-08,7.45753e-33,1.17596e-31,-2.1289e-36,6.70393e-36,-9.30777e-34,5.58397e-34,1.59929e-32,4.42672e-33,0.642934,0,3.76518e-62,2.08753e-63,-5.08772e-47,2.28482e-45,
0.00053,2596.85,0.111789,101325,0.0364315,0.0122227,0.00451387,0.0136803,0.0207651,0.268796,4.26274e-06,2.61576e-07,2.36201e-30,1.99864e-31,2.64803e-30,1.82059e-31,4.73683e-30,1.60402e-31,-2.53453e-28,-2.45528e-28,1.58185e-31,5.19299e-31,1.10226e-31,5.359e-33,1.3073e-32,-2.5649e-46,1.60949e-44,6.22344e-46,7.441e-45,2.83129e-45,5.48564e-47,-2.33178e-41,-1.81011e-42,8.26376e-44,2.39211e-07,2.72495e-08,4.58597e-09,3.80351e-09,2.49715e-08,0.000278966,4.26404e-08,1.9013e-07,1.90095e-08,2.00919e-32,5.75827e-31,2.56245e-35,1.58111e-34,-1.24453e-32,2.69483e-33,9.15563e-32,2.51735e-32,0.643307,0,-1.04469e-61,-5.77107e-63,1.82703e-46,-2.59168e-45,
0.00054,2603.29,0.111572,101325,0.0360681,0.0118994,0.00440222,0.0135027,0.0206172,0.269567,4.24588e-06,2.64108e-07,4.27761e-30,-9.86893e-31,4.81813e-30,3.0351e-31,1.42462e-29,1.65422e-30,-2.52962e-28,-2.32079e-28,-5.20389e-31,-2.81278e-30,2.70556e-31,1.52659e-32,4.04826e-32,2.17125e-44,9.30694e-43,6.50925e-45,3.99912e-44,1.31812e-44,2.67604e-46,-8.38457e-41,-7.73369e-42,4.80444e-43,2.44617e-07,2.81149e-08,4.85922e-09,4.09359e-09,2.43941e-08,0.000294646,4.57415e-08,1.95656e-07,2.00998e-08,4.75494e-32,-1.35137e-30,7.52298e-35,-1.12671e-35,1.72908e-32,-4.38457e-32,-2.3177e-33,-4.57652e-32,0.643644,0,-3.61498e-61,-1.97729e-62,5.04102e-46,-1.02447e-44,
0.00055,2609.11,0.111377,101325,0.0357354,0.0116097,0.00430178,0.0133407,0.0204798,0.270269,4.23115e-06,2.66545e-07,-9.47419e-30,5.97159e-30,9.30847e-30,7.65094e-31,6.49817e-29,1.76658e-29,-3.52212e-28,-2.60833e-28,1.03502e-30,4.5462e-30,9.9689e-31,6.14907e-32,2.43681e-31,-1.29003e-43,-4.33309e-42,1.39111e-44,9.65276e-44,1.5518e-44,3.28804e-46,-4.85171e-40,-8.44831e-41,1.76291e-42,2.49698e-07,2.8959e-08,5.12874e-09,4.38312e-09,2.38738e-08,0.000310412,4.88688e-08,2.00854e-07,2.11977e-08,7.13779e-32,2.77086e-30,2.64568e-34,2.60339e-34,9.17817e-32,-1.2309e-31,5.27305e-31,1.68059e-31,0.643948,0,-1.82351e-60,-1.02742e-61,2.19918e-45,-5.98436e-44,
0.00056,2614.39,0.111201,101325,0.035431,0.0113497,0.00421131,0.0131927,0.0203523,0.270909,4.21816e-06,2.68869e-07,-3.66485e-30,1.1386e-31,-8.91822e-32,-9.9377e-32,-4.52237e-30,-3.44307e-30,-2.65862e-28,-2.85839e-28,-1.12013e-30,-2.07591e-30,-1.39538e-31,-2.62236e-33,6.82358e-33,5.72789e-44,1.93392e-42,1.86085e-45,1.06234e-44,-8.61712e-46,1.77151e-47,-1.40861e-40,2.21445e-41,7.35012e-43,2.54484e-07,2.97799e-08,5.39352e-09,4.67057e-09,2.34047e-08,0.000326247,5.20151e-08,2.05724e-07,2.23008e-08,-5.94446e-32,-1.01816e-30,2.1072e-36,-1.75476e-35,-3.81318e-32,-5.44495e-32,-2.93139e-31,-3.50728e-32,0.644223,0,-5.07955e-61,-2.92113e-62,2.41501e-45,6.55303e-45,
0.00057,2619.16,0.111042,101325,0.0351528,0.0111162,0.00412977,0.0130575,0.0202343,0.271491,4.20661e-06,2.71069e-07,-1.38242e-30,1.29007e-32,-1.5138e-31,-2.75228e-33,5.06371e-31,-6.43687e-32,-2.5197e-28,-2.90873e-28,2.57701e-31,8.07322e-31,1.33218e-32,7.47572e-34,3.42042e-33,-7.51868e-45,-1.39703e-43,4.00154e-45,7.54794e-45,-7.01383e-46,-1.65192e-47,-5.67036e-41,1.03609e-41,3.99887e-43,2.59003e-07,3.05764e-08,5.65272e-09,4.95461e-09,2.29814e-08,0.000342137,5.51738e-08,2.10273e-07,2.34071e-08,1.23149e-32,4.33001e-31,2.47572e-36,1.72838e-35,-1.32333e-32,-2.09729e-32,2.22084e-31,2.45226e-32,0.644471,0,-2.13636e-61,-1.00839e-62,4.41563e-46,4.41093e-46,
0.00058,2623.48,0.110899,101325,0.0348988,0.0109063,0.00405622,0.0129341,0.0201252,0.272021,4.19626e-06,2.73139e-07,3.1067e-32,-5.03084e-32,-2.67636e-31,-1.00912e-32,2.90554e-31,1.26898e-32,-2.55759e-28,-2.95629e-28,3.57767e-32,1.118e-31,4.37278e-33,1.34128e-34,6.6933e-34,-9.83403e-45,-3.42574e-43,2.44358e-46,6.51723e-46,2.16115e-47,1.12195e-48,7.45547e-43,-5.16129e-43,-2.9723e-44,2.63281e-07,3.13482e-08,5.90573e-09,5.23411e-09,2.25994e-08,0.000358072,5.83397e-08,2.1451e-07,2.45148e-08,3.03423e-34,-2.5198e-32,1.66684e-37,-5.60261e-37,-1.46404e-33,-1.46736e-34,-6.83844e-33,-1.27135e-33,0.644696,0,5.89938e-63,4.30084e-64,-3.02324e-48,2.05921e-46,
